"nid","title","field_ano","field_numero","field_preced_ncia","field__rea","field_respons_vel","field_tiragem","field_originais","field_formato","field_entrada","field_material_1","field_pre_o_1","field_material_2","field_pre_o_2","field_material_3","field_pre_o_3","field_material_4","field_pre_o_4","field_material_5","field_pre_o_5","field_material_6","field_pre_o_6","field_pre_o_7","field_material_7","field_observa_o","field_fonte"
"11815","CARTZES","2009","273","ESRVIÇO GERAIS","ADM","DIRETORIA","1000","2","A4","07/08/2009","8 CHAPAS DE ALUMINIO","","200 FLS DE PAPAEL OFF-SET 120GRS 66X96","R$40.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: DIRETORIA</p>
",""
"11816","ENTRADAS / SAIDAS DO PROTEOS","2009","274","SERVIÇO DE EXPEDIENTE","ADM","SERVIÇO DE EXPEDIENTE","5000","1","A4","10/08/2009","3 CHAPAS DE ALUMINIO","","150 FLS DE PAPEL OFF-SET 120GRS 66X96","R$45.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: SERVIÇO DE EXPEDIENTE</p>
",""
"11817","EVENTO NO DEPARTAMENTO DE ANTROPOLOGIA","2009","275","DEPARTAMENTO DE ANTROPOLOGIA","ACADÊMICA","ISABEL","1000","1","A5","11/08/2009","100 FLA DE CARTÃO COLOR PLUS 120GRS","R$ 60.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>DEPARTAMENTO DE ANTROPOLOGIA</p>
",""
"11818","CARTAZ CINEMOLOTOV","2009","276","CENEDIC","CENEDIC","CENEDIC","100","1","A3","12/08/2009","3 CHAPAS DE ALUMINIO POSITIVA","","35 FLS DE PAPEL KRAFT 80GRS","R$7.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:MARIA LUCINEIA DE ALMEIDA (CENEDIC)</p>
",""
"11719","FORNECIMENTO DE PASTAS","2007","303","SERVIÇO DE PÓS-GRADUAÇÀO","ADMINISTRAÇÃO","REGINA CELI SANT ANA","200","1","32,5x46","","100 FLS DE CARTOLINA AZUL 180grs","R$ 22.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11720","ENVELOPES TIMBRADO","2008","40","ALMOXARIFADO","ADM","José Aparecido Irineu","15000","1","24 x 34","","15000 Envelopes tipo saco 24 x 34","R$ 1350.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL ALMOXARIFADO</p>
",""
"11721","IV SEMANA DE GEOGRAFIA","2007","304","DG - Laboratório de Geografia Urbana","ADM","Processo:2007.1.583.8.0","600","20","A5","01/10/2007","4 CHAPAS DUPLO OFICIO POSITIVAS","","1000 FLS DE PAPEL OFF-SET 75grs 66X96","R$180.00","125fls de cartào vergê 180grs 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11722","IV SEMANA DE GEOGRAFIA","2007","304","DG - Laboratório de Geografia Urbana","GEOGRAFIA","PROCESSO: 2007.1.583.8.0","600","20","A5","01/10/2007","4 Chapas de aluminio Duplo oficio Positivas","","1000fls de papel off-set 75grs 66x96","R$180.00","125 fls de cartão vergê 180grs 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11723","Papel par Professora Zilda","2007","305","Professora Zilda","Geografia","Professora Zilda","450","1","A-3","10/10/2007","120 fls papel vergê 120grs 66x96","R$ 72.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11724","IV SEMANA DE GEOGRAFIA","2007","306","DG - LAORATÓRIO DE GEOGRAFIA URBANA","DG","PROCESSO : 2007.1.583.8.0","12000","1","A-4 / A-5","","4 chapas de alumínio duplo ofício positivas","","950 fls de papel off set 75g 66x96","R$171.00","70 fls de cartão vergê turmalina 180g 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11725"," CONVITES - Artes Tradicionais do Japào","2007","307","DLO","ADM","DIRETORIA","1500","2","A5","","5 Chapas de alumínio duplo oficio positivas","","190 fls de cartão Econatural giz 170grs 66x96","","OBS - 150 FLS NO TAMANHO A3","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11726","FOLHA SOLTA -JORNAL DE RESENHAS","2007","308","HUMANITAS","ADM","HELENA","3000","2","A-4","01/11/2007","4 Chapas de Alumínio Duplo Ofício Positivas","","490 fls de papel off set 75g 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>INTEGRAL PARA DISCURSO EDITORIAL</p>
",""
"11727","CONVITE- I Jornada de Comunicação","2007","309","AÇÃO","ADM","DIRETORIA","200","2","18X18","05/11/2007","5 Chapas de Aluminio duplo oficio Positivas","","40 fls de cartão Econatural giz 170g 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11728","SIPAT  - FFLCH","2007","310","CIPA","ADM","DIRETORIA","500","30","A5","08/11/2007","5 chapas de aluminio duplo oficio positivas","","1.200 fls de papel off-set 75g 66x96","R$216.00","300 fls de color plus 120g 66x96","R$180.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11729","FOLHAS PARA CONFECÇÃO DE CERTIFICADOS","2008","1","CENTRO DE LÍNGUAS","ADM","CENTRO DE LÍNGUAS","3000","1","A4","09/01/2008","350 FLS DE CARTÀO VERGE 180 g 66x96","R$ 273.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>TOTAL PARA ADMINISTRAÇÃO</p>
",""
"11730","Informativo da Comissào de Cooperação Internacional","2008","2","CCInt","ADM","Diretoria","200","2","A4","","3 Chapas de aluminio duplo oficio positivas","","70 fls de papel polém rustic 80g 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11731","PASTAS","2008","3","Serviço de alunos de graduação","ACADÊMICA","Serviço de alunos de graduação","2000","1","32,5 x 46","","2 chapas de aluminio positiva duplo oficio","","1250 fls de cartão 180grs 54x65","R$275.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11732","Convite - Aula  Magna - 2008  (folder)","2008","4","Assistência  Acadêmica","ADM","Diretoria","1300","2","A4","","4 Chapas de aluminio duplo oficio positivas","","200 fls de cartão Econatural 170grs 66x96","R$148.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>TOTAL PARA DIRETORIA</p>
",""
"11733","Encapar Apostilas do Centro de Línguas","2008","5","Centro de Línguas","Acadêmica","Centro de línguas","125","4","A4","01/02/2008","4 CHAPAS DE ALUMINIO DUPLO OFICIO POSITIVA","","150 FLS DE CARTÃO VERGÊ 180 GRS 66X96","R$117.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11734","Programação da Semana de Recepção aos Calouros de 2008 ( FOLDER )","2008","6","Comissão de Graduaçào","ACADÊMICA","Comissào de Graduação","2200","2","A4","07/02/2008","3 Chapas de aluminio duplo oficio positiva","","350 fls de papel Polém Rustc 85grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11735","CARTAZES DO CENEDIC","2008","41","CENEDIC","ADM","DIRETORIA","150","2","A-3","","4 Chapas de aluminio duplo oficio positivas","","120 fls de papel kraft 80grs 66x96","R$24.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL: DIRETORIA</p>
",""
"11736","Semana de Recepção aos Calouros - 2008","2008","7","Comissão de Graduação","Acadêmica","Comissão de Graduação","1000","2","A4","","4  Chapas de Alumínio Duplo Ofício Positivas","","160 fls de Papel Pólen Rustic 85 grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11737","LABORATÓTIO DE ESTUDOS SOBRE A INTOLERÂNCIA USP","2008","8","LABORATÓRIO DE ESTUDOS SOBRE A INTOLERÂNCIA USP","LEI","Rita de Cássia Luvisotto Alexandre","1000","1","A3","","260 fls de papel off set 75 grs 66x96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>O papel foi entregue para Iara dia 14/02/2008</p>
",""
"11738","V Semana de Geografia - Geografia , Escola e comunidade.","2008","42","DG ( departamento de geografia )","acadêmica","Processo: 2008.1.2587.8.3","800","1","A-5","","2 Chapas de aluminio duplo oficio positiva","","1.100 fls de papel off-set 75grs 66x96","R$198.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: Processo: 2008.1.2587.8.3</p>
",""
"11739","ENVELOPES TIMBRADO","2008","9","ALMOXARIFADO","ADM","JUNIOR","10000","1","","11/08/2008","Folhas de Papel Sulfute 75grs 66x96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11740","ENVELOPES  TIMBRADO","2008","9","ALMOXARIFADO","ADM","JUNIOR","10000","1","24 X 34 cms","11/03/2008","Folhas de Papel Sulfute 75grs 66x96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11741","Encapar Apostilas do Centro de Línguas","2008","10","Centro de Línguas","Acadêmica","Profa. Dra. Rosane de Sá Amado","34","1","A4","","3 Chapas de alumínio duplo ofício positivas","","20 fls de cartão vergê 180 grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Centro de Línguas</p>
",""
"11742","Fornecimento de Papel Super Bond","2008","11","HUMANITAS","ADM","HELENA","1200","1","A-3  e A4","","175 fls de papel Super Bond 75grs 66x96","R$ 35.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>CUSTO TOTAL PARA HUMANITAS</p>
",""
"11743","CONVITES - Cadernos de Literatura em Tradução","2008","12","HUMANITAS","ADM","HELENA","300","1","A-5","","60 fls de Cartão branco 180grs 54x65","","3 chapas de aluminio duplo oficio positiva","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Custo Integral para Humanitas</p>
",""
"11744","RECIBOS-VALE REFEIÇÃO","2008","13","Assistência Financeira","Diretoria","Leonice Maria Silva de Farias","3000","2","A5","","3 Chapas de alumínio duplo ofício positiva","","200 fls de papel copiativo off set 53 grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11745","Fornecimento de papel Departamento de Lingüística","2008","14","Departamento de Lingüística","Acadêmica","Robson Dantas Vieira","1500","1","A4","","200 fls de papel Color plus 120 grs 66x96","R$ 120.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Departamento de Lingüística</p>
",""
"11746","III Semana de Filologia na USP","2008","15","DLCV","ADM","DIRETORIA","1180","23","A-3 E A-4","","16 Chapas off-set duplooficio positivas","","200 fls de papel polen 66x96 80grs","R$82.00","250 fls de papel off-set 75grs 66x96","R$45.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>TOTAL ADMINISTRAÇÃO</p>
",""
"11747","Encapar Apostilas do Centro de línguas (INGLÊS INSTRUMENTAL - NÍVEL I","2008","16","CENTRO DE LÍNGUAS","ACADÊMICA","CENTRO DE LÍNGUAS","54","1","A4","","3 CHAPAS POSITIVAS DUPLO OFICIO","","25 FLS DE CARTÃO VERGÊ 180 GRS 66X96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>CENTRO DE LÍNGUAS</p>
",""
"11748","CONVITE - Ortoga de Professor Emérito (Prof.Dr.Ulpiano Bezerra de Menezes","2008","17","Departamento de História","ADM","DIRETORIA","1400","2","A4","","4 Chapas de aluminio duplo oficio positiva","","220 fls de cartào verge 120grs 66x96","R$132.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11749","O Capital - cartaz","2008","18","CENADIC","Acadêmica","Diretoria","300","1","A3","07/05/2008","3 Chapas de alumínio duplo ofício positiva","","100 fls de papel vergê 120 grs 66x96","R$60.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável - DIRETORIA</p>
",""
"11750","Fornecimento de papel A3 e A4","2008","19","Serviço de Cultura e Extensão Universitária","Acadêmica","Maria Angela Borges","6800","1","A3 e A4","08/05/2008","200 fls de papel vergê 120 grs 66x96","R$ 120.00","1.250 fls de papel super bonder 75 grs 66x96","R$250.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável (Serviço de Cultura e Extensão)</p>
",""
"11751","IV Congresso de Cognição e Artes Musicais SIMCAM4","2008","20","Departamento de Lingüistica","Academica","Processo:2008.1.991.8.1","120","2","A3  / A5","08/05/2008","5 chapas offset duplo oficio positivas","","30 fls cartão 240 66x96-70 fls de vergê 120grs","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Departamento de Lingüística  (Processo : 2008.1.991.8.1</p>
",""
"11752","Convite de Lançamento Cortesia Verbal","2008","21","Humanitas","ADM","Helena","500","2","15,1x10","","4 chapas de alumínio duplo ofício positiva","","60 fls de cartão 250 grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Integral para a Humanitas ( recolher na Tesouraria )</p>
",""
"11753","Fornecimento de papel para certificados","2008","22","Departamento de História Social","Acadêmica","Profa.Dra.Sara Albieri","1500","1","A4","","207 fls de papel vergê 180 grs 66x96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL (Profa. Dra. Sara Albieri)<br />
Coordenadora do Programa de Pós-Graduação em História Social<br />
FFLCH/USP</p>
",""
"11754","Fornecimento de papel  ( Pós - Graduação )","2008","23","Serviço de Pós - Graduação","Acadêmica","REGINA CELI SANT'ANA","5000","1","A4","","650 fls de papel sulfite 120 grs 66x96","R$ 130.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável ( REGINA CELI SANT'ANA )<br />
Chefe Administrativo de Serviço<br />
Servico de Pós - Graduação</p>
",""
"11755","Programa de Pós - Graduação em Língua e Literatura Italiana","2008","24","Departamento de Letras Modernas","Acadêmica","DLM","200","2","A4","","3 Chapas de alumínio duplo ofício positiva","","50 Cartão 120 grs 66x96 color plus","R$30.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Recolher na Tesouraria</p>
",""
"11756","Seminário - CENEDIC","2008","25","CENEDIC","Acadêmica","Diretoria","300","1","A3","","3 chapas de alumínio duplo ofício positiva","","100 fls de papel kraft 80 grs 66x96","R$20.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável : Diretoria</p>
",""
"11757","fornecimento de papel","2008","26","DEPARTAMENTO DE GEOGRAFIA","ACADÊMICA","Prof. Dr Jurandir Luciano S.Ross","400","1","A4","","60fls de papel sulfite 120grs 66x96","R$ 12.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11758","FHICHA DE INSCRIÇÃO ALUNO ESPECIAL","2008","27","Pós-Graduação","ADM","Pós-Graduação","1500","1","A4","","3 CHAPAS DE ALUMINIO DUPLO OFICIO","","225 FLS DE PAPEL OFF-SET 75GRS 66X96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11759","II Festival de Letras - ( CAPA )","2008","28","Humanitas","ADM","Helena","500","2","14x21","03/06/2008","4 chapas de alumínio duplo ofício positiva","","300 cartões 240 grs 54x65","R$96.00","Plastificação","R$45.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Verba da Pró - Reitoria processo nº 06.1.3782.8.2</p>
",""
"11760","Folder : Documenta Grammaticae et Historiae","2008","29","Departamento de Lingüística","ADM","verba CNPq","150","2","A4","","3 Chapas off set duplo ofício positiva","","80 fls de papel Pólen Rustic 90 grs 66x96","R$40.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável : verba CNPq</p>
",""
